																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			script	ref	ground
ÍT CÓ CƠ HỘI SỐNG SÓT CHO CÁC HÀNH KHÁCH TRÊN MÁY BAY	VIVOSDEV16_267	VIVOSDEV16_154
TRUNG QUỐC ĐƯA RA HÌNH PHẠT CỤ THỂ ĐỐI VỚI TỘI THAM NHŨNG	VIVOSDEV16_058	VIVOSDEV16_161
HAI CHÁU NGẠC NHIÊN ĐÓN KHÁCH LẠ SUNG SƯỚNG ÔM CẶP MỚI	VIVOSDEV16_050	VIVOSDEV16_168
NHƯNG CÔ QUYẾT CHỨNG MINH NGƯỜI MÙ KHÔNG PHẢI VÔ DỤNG	VIVOSDEV16_112	VIVOSDEV16_173
HỌ ĐÃ TRAO NHAU LỜI HẸN ƯỚC NÊN DUYÊN CHỒNG VỢ	VIVOSDEV16_193	VIVOSDEV16_175
NẾU THỈNH THOẢNG CÓ VÀI NGÀY NGHỈ NGƯỜI THỤY ĐIỂN THƯỜNG RA ĐẢO CHƠI	VIVOSDEV16_153	VIVOSDEV16_177
NHỮNG NGƯỜI CÔ LẬP MÌNH CÓ THỂ GẶP PHẢI CHỨNG TRẦM CẢM HOẶC LO LẮNG	VIVOSDEV16_058	VIVOSDEV16_182
THỰC TẾ VAI TRÒ CỦA BẠN VÀ NGƯỜI PHỎNG VẤN ĐỐI CHIẾU NHAU	VIVOSDEV16_074	VIVOSDEV16_193
SỰ GIÚP ĐỠ CỦA BÀ LÀ VÔ CÙNG QUÍ BÁU CHO CHÚNG TÔI	VIVOSDEV16_161	VIVOSDEV16_196
NHÀ TRƯỜNG ĐỘT NGỘT HỦY ĐỀ TÀI KHIẾN TÔI MẤT PHƯƠNG HƯỚNG	VIVOSDEV16_233	VIVOSDEV16_197
CÁC PHẬT TỬ HƯỞNG ỨNG LỜI KÊU GỌI CỦA THẦY NHƯ THẾ NÀO	VIVOSDEV16_049	VIVOSDEV16_198
VẬY NHỮNG ĐỐI TƯỢNG NÀY SẼ ĐƯỢC GIẢI QUYẾT NHƯ THẾ NÀO	VIVOSDEV16_267	VIVOSDEV16_203
XEN KẼ GIỮA NHỮNG MÀN BIỂU DIỄN LÀ NHỮNG PHÚT VUI CHƠI TẬP THỂ	VIVOSDEV16_058	VIVOSDEV16_228
SÁNG RA THẤY DÂN TÌNH XÚM QUANH CON TÊ GIÁC KHỔNG LỒ ĐÃ CHẾT	VIVOSDEV16_154	VIVOSDEV16_233
VÀ MỘT ĐIỀU SÂU XA LÀ MÌNH ĐÃ THẬT SỰ YÊU BẠN	VIVOSDEV16_050	VIVOSDEV16_239
NHIỀU HÔM MƯA GIÓ BÁN Ế GÁNH CHÈ NẶNG TRĨU TRÊN VAI MẸ	VIVOSDEV16_033	VIVOSDEV16_247
PHÍA DƯỚI VÀ XUNG QUANH KỆ LÀ NƯỚC BẨN LÊNH LÁNG CHẢY QUA	VIVOSDEV16_120	VIVOSDEV16_266
TÔI ĐỨNG TRƯỚC HAI LỐI RẼ VÀ TÔI CHỌN CON ĐƯỜNG ÍT NGƯỜI ĐI HƠN	VIVOSDEV16_233	VIVOSDEV16_267
CHÚNG TÔI ĐÃ ĐIỀU TRA NHỮNG TRƯỜNG HỢP CÓ NGHI VẤN GIAN DỐI	VIVOSDEV16_182	VIVOSDEV16_273
VẬY CHỪNG NÀO MỚI TỚI XIN LỖI NHÂN DÂN TẬP CUỐI	VIVOSDEV16_182	VIVOSDEV16_279
HÔM NÀO TAN CA SỚM HẠNH ĐƯỢC GIAO NHIỆM VỤ ĐI CHỢ CHO BỮA TỐI	VIVOSDEV16_173	VIVOSDEV16_298
VÀO ĐƯỢC NHÀ ANH ĐẤY SỬA CỬA ĐI NGUY HIỂM ĐẤY	VIVOSDEV16_203	VIVOSDEV16_299
RỒI MẶC DÙ BIẾT LÀ NGỚ NGẨN TÔI CỨ NÓI RA	VIVOSDEV17_173	VIVOSDEV17_011
RIÊNG ÔNG NGUYỄN VĂN BA BỊ GỖ ĐÈ DẬP SỌ NÃO CHẾT NGAY TẠI CHỖ	VIVOSDEV17_070	VIVOSDEV17_024
MỖI NGƯỜI NỞ MỘT NỤ CƯỜI VỚI NHỮNG Ý NGHĨA KHÁC NHAU	VIVOSDEV17_271	VIVOSDEV17_032
DO VẬY SẼ ẢNH HƯỞNG TỚI VIỆC THU SÓNG VÔ TUYẾN	VIVOSDEV17_288	VIVOSDEV17_043
PHIM CHIẾU NGUYÊN BẢN TIẾNG PHÁP CÓ PHỤ ĐỀ TIẾNG VIỆT	VIVOSDEV17_170	VIVOSDEV17_048
BÓNG MÀU XANH LÀ VÙNG TÂM BÃO CÓ THỂ ĐI QUA	VIVOSDEV17_212	VIVOSDEV17_060
SAU MỘT NGÀY LAO ĐỘNG CĂNG MỆT BẠN ƯU TIÊN CHỌN	VIVOSDEV17_192	VIVOSDEV17_062
HÀ CŨNG CHẲNG NHỚ MÌNH CÓ NÓI HAY KHÔNG ĐỂ CÃI LẠI ÔNG ẤY	VIVOSDEV17_212	VIVOSDEV17_070
BẢN THÂN TÔI CŨNG THAM GIA MỘT VAI RẤT NHỎ NỮA	VIVOSDEV17_245	VIVOSDEV17_071
HÔM SAU MỞ MÁY THẤY CÁI TRUYỆN ĐÃ TỰ HOÀN CHỈNH RỒI	VIVOSDEV17_204	VIVOSDEV17_077
BÂY GIỜ THÌ ĐÁNG ĐƯỢC KHEN LÀ THÔNG MINH CHỨ HẢ	VIVOSDEV17_133	VIVOSDEV17_090
CHỊ TÌM NHÀ CHO EM Ở TRỌ NGAY CỔNG TRƯỜNG CHỊ HỌC	VIVOSDEV17_189	VIVOSDEV17_099
ĐẾN ĐÀ LẠT BẠN PHẢI CHUẨN BỊ ĐÔI CHÂN ĐỂ ĐI BỘ	VIVOSDEV17_239	VIVOSDEV17_100
HỌ ĐƯỢC BỌN ĐẦU NẬU NHỮNG TAY TRÙM THUÊ VỚI GIÁ RẺ MẠT	VIVOSDEV17_212	VIVOSDEV17_107
MỘT BÀ SANG TRỌNG ĐẾN GẶP BÁC SĨ TRẺ KHÁM BỆNH BÁC SĨ HỎI	VIVOSDEV17_169	VIVOSDEV17_109
NHÂN LỰC NGÀNH THIẾT KẾ ĐỒ HỌA ĐẮT GIÁ VÀ KHAN HIẾM	VIVOSDEV17_109	VIVOSDEV17_114
SAU ĐÓ BẢN THÂN HỌC SINH PHẢI LÀM ĐƠN XIN HỌC BỔNG	VIVOSDEV17_239	VIVOSDEV17_120
CHỈ CÓ THỰC PHẨM MỚI GIÚP BẠN LÀM ĐƯỢC VIỆC NÀY	VIVOSDEV17_099	VIVOSDEV17_133
VỚI CÁC DÁT MÀU CÀ PHÊ SỮA KHÔNG CẦN ĐIỀU TRỊ	VIVOSDEV17_120	VIVOSDEV17_147
HỌ BẢO TÔI GIỐNG NGƯỜI HÀN THÌ TÔI LẠI THẤY HỌ GIỐNG NGƯỜI VIỆT	VIVOSDEV17_192	VIVOSDEV17_169
VÀ ĐỘI TUYỂN PHÁP ĐANG LÀ ĐỘI CHIẾM ƯU THẾ HƠN SO VỚI THỤY SĨ	VIVOSDEV17_285	VIVOSDEV17_170
TRÌNH ĐỘ CHUYÊN MÔN CỦA CÔ KHIẾN CÔ QUÁ THỪA TƯ CÁCH	VIVOSDEV17_090	VIVOSDEV17_173
NHỮNG CÂU HỎI TRÊN SẼ GIÚP BẠN LÀM ĐƯỢC ĐIỀU NÀY	VIVOSDEV17_297	VIVOSDEV17_181
VẪN CÒN NHƯNG BẠN KHÔNG DÁM CHẮC HỌ CÓ HẠNH PHÚC HAY KHÔNG	VIVOSDEV17_077	VIVOSDEV17_189
ĐÓ CŨNG LÀ SỰ TIẾP XÚC GẦN GŨI NHẤT CỦA BỌN EM	VIVOSDEV17_212	VIVOSDEV17_192
EM HÃY TỈNH TÁO MÀ TÌM NHỮNG ĐỊNH HƯỚNG TỐT HƠN CHO TƯƠNG LAI	VIVOSDEV17_060	VIVOSDEV17_204
NHƯNG CHẲNG CÓ ĐIỂM SẢN XUẤT NÀO DÙNG BẠT PHỦ CHE CHẮN	VIVOSDEV17_169	VIVOSDEV17_208
CÓ MẤY NGƯỜI ĐỤNG PHẢI NÓ SUÝT NGÃ CHÚI XUỐNG ĐƯỜNG	VIVOSDEV17_245	VIVOSDEV17_212
ĐOÀN ĐI THUYỀN ĐẾN MỘT KHU LÀNG DÂN TỘC THIỂU SỐ	VIVOSDEV17_271	VIVOSDEV17_213
THÌ HỢP ĐỒNG THẾ CHẤP NÀY CŨNG KHÔNG CÓ GIÁ TRỊ PHÁP LÝ	VIVOSDEV17_299	VIVOSDEV17_217
BA TÔI HÃNH DIỆN NÓI CHUYỆN VỚI SỐ HỌC SINH CÙNG LÊN XE ĐÒ	VIVOSDEV17_147	VIVOSDEV17_239
MỘT ANH TRAI TUẤN ĐANG NGỒI TÙ VÌ TỘI GIẾT NGƯỜI	VIVOSDEV17_048	VIVOSDEV17_241
ĐƯỢC BÀY TRÊN NHỮNG BỆ THỜ BÊN CẠNH NHỮNG BÓ SEN HUỆ THƠM NỨC	VIVOSDEV17_169	VIVOSDEV17_245
CÁC BƯỚC SAU ĐÂY SẼ GIÚP BẠN TÌM RA ỨNG CỬ VIÊN THÍCH HỢP	VIVOSDEV17_048	VIVOSDEV17_254
VÌ CHÚNG CÓ THỂ LÀM RĂNG CỦA BẠN DỄ BỊ Ố VÀNG	VIVOSDEV17_170	VIVOSDEV17_268
GIẢI NHẤT HUY CHƯƠNG VÀNG THUỘC VỀ NHÀ NHIẾP ẢNH CỦA CỘNG HÒA SÉC	VIVOSDEV17_071	VIVOSDEV17_271
ĐỂ XIN THỊ THỰC CÔNG TÁC VỀ CƠ BẢN BẠN PHẢI CÓ	VIVOSDEV17_299	VIVOSDEV17_285
TÔI NẮM BÀN TAY XƯA BA TÔI TỪNG THƯƠNG YÊU ĐAU XÓT CẦM GIỮ	VIVOSDEV17_181	VIVOSDEV17_288
TRONG DÒNG THÁC NGƯỜI CHỈ NHÌN ĐƯỢC MẮT KÍNH VÀ KHẨU TRANG	VIVOSDEV17_285	VIVOSDEV17_297
KHAI MẠC TRIỂN LÃM QUY MÔ LỚN VỀ TRANH SƠN MÀI VIỆT NAM	VIVOSDEV17_077	VIVOSDEV17_299
KHÔNG NÊN CHỈ DỰA VÀO BÀI VIẾT CỦA BẠN ĐỂ THUYẾT MINH THÊM	VIVOSDEV18_252	VIVOSDEV18_006
VÀ GIÁO DỤC CON NGƯỜI TRỞ THÀNH VIỆC LUYỆN TRÍ NHỚ	VIVOSDEV18_263	VIVOSDEV18_012
TUY NHIÊN HỢP ĐỒNG NÀY CHỈ CÓ GIÁ TRỊ TRONG NHỮNG NGÀY BÌNH THƯỜNG	VIVOSDEV18_082	VIVOSDEV18_017
VẤN ĐỀ ĐẶT RA Ở ĐÂY LÀ LÀM THẾ NÀO ĐỂ	VIVOSDEV18_102	VIVOSDEV18_021
NHƯNG NHIỀU DU KHÁCH THẤY THẤT VỌNG KHI LÊN ĐẾN NƠI	VIVOSDEV18_252	VIVOSDEV18_051
TRÊN MẶT AI CŨNG CÓ KHĂN TAY KHẨU TRANG CHE MIỆNG	VIVOSDEV18_120	VIVOSDEV18_056
CÀNG NGÀY MÌNH CÀNG NGHĨ NHIỀU VỀ CÔNG VIỆC GIẢNG DẠY	VIVOSDEV18_192	VIVOSDEV18_060
TẤT NHIÊN HÓA ĐƠN TIỀN NƯỚC CŨNG KÈM LUÔN KHOẢN TIỀN	VIVOSDEV18_021	VIVOSDEV18_064
CHÚC BẠN ĐỌC CÓ THẬT NHIỀU THỜI GIAN THƯ GIÃN THOẢI MÁI	VIVOSDEV18_118	VIVOSDEV18_065
HÀNG CHÂN MÀY ĐEN VÀ XẾCH KHÔNG LẪN VÀO ĐÂU ĐƯỢC	VIVOSDEV18_006	VIVOSDEV18_082
CẢ NGÀY TRỜI KHÔNG NẮNG GIÓ LẠNH NÊN THƯA VẮNG DU KHÁCH	VIVOSDEV18_263	VIVOSDEV18_102
LÀM ĐƯỢC HẾT KHỐI CÔNG VIỆC ẤY LÀ MỘT NỖ LỰC RẤT LỚN	VIVOSDEV18_252	VIVOSDEV18_114
NGƯỜI ĂN XIN THƯA BÀ NGÀY THƯỜNG THÌ BÀ CHO GÌ CŨNG ĐƯỢC	VIVOSDEV18_194	VIVOSDEV18_118
BẠN KHÔNG BAO GIỜ RA NGOÀI MÀ KHÔNG DÙNG KEM LÓT	VIVOSDEV18_183	VIVOSDEV18_120
VÀI LẦN TRIỂN LÃM TRANH TƯỢNG KHÔNG LỜI NHƯ THẾ HẮN SẼ NHẬN RA	VIVOSDEV18_293	VIVOSDEV18_126
NGƯỜI ĐÀN ÔNG TRÊN GIƯỜNG THÌNH LÌNH RÊN LÊN MỘT TIẾNG RỒI MỞ MẮT	VIVOSDEV18_082	VIVOSDEV18_155
TỐI QUA NGƯỜI TA ĐẾN BẮT TÔI GIỮA ĐÊM HÔM KHUYA KHOẮT	VIVOSDEV18_240	VIVOSDEV18_171
BẢO THẰNG QUYẾT NÓ BẮT CON GÀ SỐNG NÂU MÀ THỊT	VIVOSDEV18_297	VIVOSDEV18_183
VỊ BÁC SĨ HIỀN LÀNH ẤY CÓ NHỮNG LÝ THUYẾT TRỒNG CÂY THẬT THÚ VỊ	VIVOSDEV18_120	VIVOSDEV18_191
NHỮNG KIỂU VẾT THƯƠNG MÀ TRẺ THƯỜNG MANG THEO CÓ THỂ LÀ GÌ	VIVOSDEV18_155	VIVOSDEV18_192
XIN VỚI MẸ CHO ĐI CAI TẬP TRUNG SAU MỘT NĂM BẠN TRỞ VỀ NHÀ	VIVOSDEV18_257	VIVOSDEV18_194
ĐẦU TIÊN LÀ MỘT TẤM ÂM BẢN SAU ĐÓ MỚI ĐẾN DƯƠNG BẢN	VIVOSDEV18_198	VIVOSDEV18_195
MẤY NGÀY NAY CHÚNG TÔI ĐÃ TỊCH THU ĐƯỢC KHÁ NHIỀU GÀ CHẾT	VIVOSDEV18_199	VIVOSDEV18_198
HIỂN NHIÊN KHÔNG AI MUỐN XUẤT HIỆN BÊN CẠNH MỘT NGƯỜI NHƯ VẬY	VIVOSDEV18_056	VIVOSDEV18_199
HÌNH ẢNH QUẢNG CÁO ĐIẾU THUỐC ĐIỆN TỬ ĐƯỢC CÔNG TY T	VIVOSDEV18_006	VIVOSDEV18_211
KIỂU HÀI DUNG TỤC VẪN CỨ LỀNH KHÊNH Ở MỘT SỐ TỤ ĐIỂM	VIVOSDEV18_120	VIVOSDEV18_214
MỜI THAM DỰ CUỘC THI VIẾT NGẮN MỘT GIỜ KHÔNG ĐIỆN	VIVOSDEV18_065	VIVOSDEV18_240
LẦN ĐẦU TIÊN MỘT NHÂN VIÊN NGƯỜI VIỆT THÁCH THỨC VIỆC TÁC NGHIỆP CỦA TÔI	VIVOSDEV18_257	VIVOSDEV18_250
LÚC ĐÓ CHỊ TƯỞNG LÀM NHƯ VẬY CŨNG LÀM MÁ VUI	VIVOSDEV18_155	VIVOSDEV18_252
NGỒI NGHE TIẾNG BIỂN VÀ THƯ THẢ ĐẾM TỪNG GIỌT ĐEN RƠI	VIVOSDEV18_006	VIVOSDEV18_257
MUỐN CÔNG NHẬN NGAY PHA BÓNG ẤY THÌ PHẢI SỬA LUẬT	VIVOSDEV18_021	VIVOSDEV18_259
QUẢN LÝ NHÀ NƯỚC VỀ GIAO THÔNG VẬN TẢI ĐÔ THỊ	VIVOSDEV18_214	VIVOSDEV18_263
SAU ĐÓ HỌ LÂN LA SANG CHƠI RỒI ĐÁNH CẮP ĐỨA BÉ	VIVOSDEV18_118	VIVOSDEV18_265
ANH NHƠN BẢO TÔI VỀ TRƯỚC CÒN ANH ĐI THEO CÔ GÁI	VIVOSDEV18_214	VIVOSDEV18_272
TRƯỚC HẾT BẠN CẦN TÌM HIỂU THÔNG TIN QUY HOẠCH KHU ĐẤT	VIVOSDEV18_199	VIVOSDEV18_273
NHỮNG SẢN PHẨM GIÚP NỞ NGỰC VÀ TAN MỠ CẤP TỐC ẢNH YẾN TRINH	VIVOSDEV18_114	VIVOSDEV18_279
PHÓNG SỰ ẢNH NHỮNG MÀN BIỂU DIỄN NGOẠN MỤC TRÊN BẦU TRỜI	VIVOSDEV18_252	VIVOSDEV18_280
NHƯNG CUỐI CÙNG CHẲNG AI CHỊU NỔI CÁI TÍNH HAM VUI CỦA TÔI	VIVOSDEV18_250	VIVOSDEV18_282
KIỂM TRA TRUNG TÂM NÀY CÔNG AN ĐÃ BẮT GIỮ TỚI	VIVOSDEV18_252	VIVOSDEV18_293
HOA PHƯỢNG VẪN NỞ ĐỎ TRỜI TRONG TIẾNG VE XAO XÁC KHÔN NGUÔI	VIVOSDEV18_293	VIVOSDEV18_297
TỪ ĐÓ LẠI SA ĐÀ VÀO NHIỀU NGHỊCH CẢNH ĐÁNG TIẾC	VIVOSDEV19_179	VIVOSDEV19_008
MONG ANH HÃY HIỂU CHO EM EM THƯƠNG NHỚ VÀ YÊU ANH NHIỀU	VIVOSDEV19_045	VIVOSDEV19_011
LÊN CÁC CUỘC HẸN PHỎNG VẤN VÀ THỰC HIỆN PHỎNG VẤN	VIVOSDEV19_008	VIVOSDEV19_020
XÉT Ở KHÍA CẠNH NÀY THÌ ĐÚNG LÀ MẤT BÒ MỚI LO LÀM CHUỒNG	VIVOSDEV19_056	VIVOSDEV19_022
TUY NHIÊN TÔI NGHĨ CẬU TA XỨNG ĐÁNG VỚI CHỨC VÔ ĐỊCH	VIVOSDEV19_266	VIVOSDEV19_024
NHỮNG BIẾN DẠNG NÀY THƯỜNG THẤY RÕ KHI DƯƠNG VẬT CƯƠNG	VIVOSDEV19_029	VIVOSDEV19_027
GIỎI GÌ BÁC MÌNH ĐẺ RA KHÔNG NUÔI THÌ AI NUÔI	VIVOSDEV19_064	VIVOSDEV19_029
PHÙ SA BỒI ĐẮP RUỘNG VƯỜN CHO XÓM LÀNG TRÙ PHÚ	VIVOSDEV19_222	VIVOSDEV19_030
ÔNG NÓI CHÚNG TÔI HI VỌNG SẼ CÓ NHỮNG TIN TỨC TỐT LÀNH	VIVOSDEV19_061	VIVOSDEV19_045
VỀ NGUYÊN TẮC VÀO HỌC LÀ SINH VIÊN PHẢI ĐÓNG HỌC PHÍ	VIVOSDEV19_257	VIVOSDEV19_056
ĐỂ NHỮNG KHÓ KHĂN VÀ MÂU THUẪN DẦN DẦN SẼ BỊ ĐẨY LUI	VIVOSDEV19_158	VIVOSDEV19_061
CHÓNG MẶT CÒN CÓ THỂ DO TÌNH TRẠNG RỐI LOẠN NHỊP TIM NẶNG GÂY RA	VIVOSDEV19_024	VIVOSDEV19_064
TRONG NGẮN HẠN THỊ TRƯỜNG VẬN HÀNH NHƯ MỘT CỖ MÁY BẦU CỬ	VIVOSDEV19_179	VIVOSDEV19_071
CHƯƠNG TRÌNH HỌC BỔNG THANH NIÊN CHÂU Á CỦA NHẬT BẢN	VIVOSDEV19_218	VIVOSDEV19_072
NHƯNG RỒI CÁI TÌNH VỚI BÀ CON CỨ NẮM NÍU KHÔNG DỨT RA ĐƯỢC	VIVOSDEV19_008	VIVOSDEV19_083
SỐ ĐƠN VỊ THAM GIA HỘI CHỢ VIỆC LÀM TĂNG ĐÁNG KỂ QUA CÁC NĂM	VIVOSDEV19_071	VIVOSDEV19_091
TRANG VIẾT CỦA HỌ HƠN HẲN THỜI TUỔI TRẺ CỦA TÔI	VIVOSDEV19_029	VIVOSDEV19_094
KHUYẾT ĐIỂM LỚN CỦA CHÚNG TA LÀ CHƯA CÓ DÂN CHỦ THẬT SỰ	VIVOSDEV19_227	VIVOSDEV19_111
EM CÓ SUY NGHĨ THÊM VỀ VIỆC THAM DỰ HỘI CHỢ KHOA HỌC KHÔNG	VIVOSDEV19_179	VIVOSDEV19_133
HỌ CHỈ THÍCH NHỮNG MÔN GÌ MẠNH BẠO BẠO LỰC VÀ KIẾM RA TIỀN THÔI	VIVOSDEV19_030	VIVOSDEV19_142
NHỮNG NGƯỜI TRẺ ẤY THẬT ĐÁNG PHÊ PHÁN ĐÁNG LÊN ÁN	VIVOSDEV19_133	VIVOSDEV19_158
THÔNG THƯỜNG ÁN KỶ LUẬT NẾU CÓ THƯỜNG BAN HÀNH VÀO CUỐI TUẦN	VIVOSDEV19_158	VIVOSDEV19_161
ĐIỀU LẠ LÀ TÔI VẪN KHÔNG TỪ BỎ Ý ĐỊNH TRỞ THÀNH TU SĨ	VIVOSDEV19_008	VIVOSDEV19_163
CÁC QUI ĐỊNH CỦA PHÁP LUẬT KHÔNG THỂ ĐƯỢC BAN HÀNH THEO KIỂU ĐÁNH LÉN	VIVOSDEV19_266	VIVOSDEV19_167
NHANH QUÁ ĐÃ LÀ LẦN THỨ BA XA NHÀ RỒI ĐẤY	VIVOSDEV19_227	VIVOSDEV19_169
ĐỖ ĐỨC THUẦN NGUYÊN KẾ TOÁN TRƯỞNG CÔNG TY TIẾP THỊ ĐẦU TƯ	VIVOSDEV19_071	VIVOSDEV19_179
NGƯỜI ANH SAU ĐÓ ĐƯỢC PHÉP THẦU XÂY KÊNH NÀY NHƯNG KHÔNG TIẾN HÀNH	VIVOSDEV19_011	VIVOSDEV19_196
NÓI CÁCH KHÁC CÁI ĐƯỢC CỦA CHÂU Á LÀ CÁI MẤT CỦA CHÂU PHI	VIVOSDEV19_008	VIVOSDEV19_218
MẮT TỰ NHIÊN HOA LÊN TRÍ CHỤP MỘT CÁI LY QUẬT MẠNH XUỐNG SÀN	VIVOSDEV19_279	VIVOSDEV19_222
TỪ ĐẤY ÔNG CÀNG THÔNG CẢM SÂU SẮC TÂM TRẠNG CỦA NGUYỄN THIẾP	VIVOSDEV19_218	VIVOSDEV19_227
EM HÃY TÌM CÁCH TIẾP CẬN ĐỂ BÀY TỎ VỚI MẸ	VIVOSDEV19_262	VIVOSDEV19_244
LÚC ĐÓ NẠN KẸT XE CHẮC SẼ KINH KHỦNG GẤP NHIỀU LẦN HÔM NAY	VIVOSDEV19_262	VIVOSDEV19_245
VỢ LỠ CÓ TẬT THẾ ANH NÊN THAY ĐỔI CÁCH TIẾP CẬN	VIVOSDEV19_064	VIVOSDEV19_246
ĐÂY ĐƯỢC XEM LÀ VAI DIỄN THÀNH CÔNG NHẤT CỦA VƯƠNG TỪ TRƯỚC ĐẾN NAY	VIVOSDEV19_246	VIVOSDEV19_249
NHƯNG NẾU CHỈ NÓI CÁI GIỎI KHÔNG THÔI THÌ THẬT CHƯA ĐỦ VỀ CHÚ TƯ	VIVOSDEV19_279	VIVOSDEV19_257
TÍCH CỰC HƠN VỚI VẤN ĐỀ LIÊN QUAN ĐẾN KIỀU BÀO	VIVOSDEV19_246	VIVOSDEV19_259
ĐỂ RỒI CHÚNG TA KHAO KHÁT MÃI TRONG VÒNG LUÂN HỒI NHÂN GIAN	VIVOSDEV19_245	VIVOSDEV19_262
VẤN ĐỀ NẢY SINH TỪ CÁI CÂU HỎI DINH CU ẤY	VIVOSDEV19_262	VIVOSDEV19_266
CHỊ NÊN ĐI KHÁM BÁC SĨ VÀ CHỌN PHƯƠNG PHÁP NGỪA THAI HIỆU QUẢ	VIVOSDEV19_266	VIVOSDEV19_274
NỢ MỘT CUỘC CHIẾN CHỐNG THAM NHŨNG VẪN CHƯA VÀO ĐÂU	VIVOSDEV19_024	VIVOSDEV19_279
